iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy
AFG,S. Asia,Afghanistan,LIC,LIC,18753456497.82,35174083.0,2017.0,4148162.0,0.3231023079481638,3268836.0601957585,40292816.0,4125552.8408497036,49371851.0,5922887.793723328,62637433.0,8015087.8655035775,76238717.0,0.5217,0.0208,0.0208,,0.592,,,,0.231,,0.065,0.189,0.077,,,0.031,0.408,,0.5217,0.0208,0.0208,,0.592,,,,0.231,,0.065,0.189,0.077,,,0.031,0.408,,0.5425000000000001,0.5633000000000001,2250377.8850000002,2336659.6546000005,1773343.5626561993,1841335.3527082712,2238112.4161609644,2323923.9152506385,3213166.628094906,3336362.6942043514,4348185.167035691,4514898.994638166,0.639,0.362,1133166.5365373115
BGD,S. Asia,Bangladesh,LMIC,LMIC,416271647911.0,166974426.0,2021.0,30472832.745,0.5,31644328.621925004,168343283.0,35834220.648211,185080492.0,40265156.41419398,201908614.0,50663364.47252008,214180172.0,0.1925,0.0423,,0.7701,0.8063,0.00999812,,,0.55013849,,,0.0314457,0.00290268,,,0.20875107,0.1937,,0.1925,0.0423,,0.7701,0.8063,0.00999812,,,0.55013849,,,0.0314457,0.00290268,,,0.20875107,0.1937,,0.2348,0.2348,7155021.128526,7155021.128526,7430088.3604279915,7430088.3604279915,8413875.008199943,8413875.008199943,9454258.726052746,9454258.726052746,11895757.978147715,11895757.978147715,0.75383661,0.24309945,5601072.621625495
BTN,S. Asia,Bhutan,LMIC,LMIC,2735683570.0,762354.0,2019.0,60377.7,0.2169836534790708,60387.5252072198,778165.0,72458.53283068229,818381.0,87344.56394121457,860537.0,100123.34224038802,881833.0,0.438474801126906,0.00692142960066382,0.0180993976252822,,0.671738591103542,,,,0.423260671324545,,,0.237268502997224,,,,,0.328261408896458,0.0112094167817726,0.438474801126906,0.00692142960066382,0.0180993976252822,,0.671738591103542,,,,0.423260671324545,,,0.237268502997224,,,,,0.328261408896458,0.0112094167817726,0.44539623072756984,0.463495628352852,26891.999999999993,27984.799999999992,26896.37611026181,27989.353940594032,32272.757406835764,33584.21320388285,38902.93955396018,40483.82354713911,44594.5592417153,46406.7314244963,0.7627314970027755,0.237268502997224,20514.71321452968
IND,S. Asia,India,LMIC,LMIC,3167270623260.0,1409264315.0,2021.0,202254010.156059,0.39319847233201577,209781997.48594698,1419143477.0,231333564.22780535,1519355889.0,308820831.24557847,1618706679.0,376163172.4814856,1677686950.0,0.45,,,,0.9544,,,,0.184,,,,,,,0.5,0.046,0.271,0.45,,,,0.9544,,,,0.184,,,,,,,0.5,0.046,0.271,0.45,0.45,91014304.57022655,91014304.57022655,94401898.86867614,94401898.86867614,104100103.9025124,104100103.9025124,138969374.0605103,138969374.0605103,169273427.61666852,169273427.61666852,0.501,0.5,47295351.33320674
MDV,S. Asia,Maldives,UMIC,UMIC,5726094799.38,480463.0,2019.0,205261.0,1.1704520516867876,225022.00241445427,523068.99999999994,284072.46316619543,538580.0,330773.5901329817,563377.0,366728.45485951216,589054.0,0.574069112008613,0.0554269929504387,0.00456979163114279,,0.79,0.79,,,,,,,,,,,0.21,,0.574069112008613,0.0554269929504387,0.00456979163114279,,0.79,0.79,,,,,,,,,,,0.21,,0.6294961049590517,0.6340658965901945,129210.99999999991,130148.99999999991,141650.4740499853,142678.77771344187,178822.50908924371,180120.66105405873,208220.6866120338,209732.25299602657,230854.13391171434,232530.00653563326,1.0,,141650.4740499853
NPL,S. Asia,Nepal,LMIC,LMIC,33433659301.25,28698722.0,2020.0,1788500.0,0.17073931027311948,1950375.8471775074,29715593.0,2053305.7963368457,30372637.0,2284379.728058034,32806502.999999996,2479601.743360488,34572943.0,0.56,,,,0.623,,,,0.23051,,,,,,,,0.377,0.39249,0.56,,,,0.623,,,,0.23051,,,,,,,,0.377,0.39249,0.56,0.56,1001560.0000000001,1001560.0000000001,1092210.4744194043,1092210.4744194043,1149851.2459486336,1149851.2459486336,1279252.6477124991,1279252.6477124991,1388576.9762818734,1388576.9762818734,1.0,,1092210.4744194043
PAK,S. Asia,Pakistan,LMIC,LMIC,374890295667.0,241727933.0,2022.0,48500000.0,0.5496953152235291,48500000.0,241727933.0,62101107.24331968,274579648.0,92718582.85095951,322538176.0,136137315.57570416,369610589.0,0.5696,,0.0387,,,,,,,,,,,,,,,,0.5696,,0.0387,,,,,,,,,,,,,,,,0.5696,0.6083,27625600.0,29502549.999999996,27625600.0,29502549.999999996,35372790.68579489,37776103.53611136,52812504.791906536,56400713.94823866,77543814.95192109,82812329.06470083,,,
LKA,S. Asia,Sri Lanka,LMIC,LMIC,88556698938.0,22635611.0,2021.0,2971830.0,0.35969870660880326,2847753.7042361693,22765133.0,3155836.8317831983,23719665.0,3797570.690980723,24499783.0,4362359.855737962,24812185.0,0.62,,0.06,,0.4735,0.2481,,0.0006,,,0.1388,,0.086,,,,0.5265,,0.62,,0.06,,0.4735,0.2481,,0.0006,,,0.1388,,0.086,,,,0.5265,,0.62,0.6799999999999999,1842534.6,2020844.4,1765607.2966264249,1936472.518880595,1956618.835705583,2145969.0456125746,2354493.8284080485,2582348.0698668915,2704663.110557536,2966404.701901814,0.7751999999999999,0.2248,1368698.7763448043
AGO,Sub-Saharan Africa,Angola,UMIC,LMIC,135966802586.71,26665959.0,2014.0,7786460.028000001,0.8000000000000002,8090354.530519696,35083102.0,10328834.66414131,44521473.0,15201524.611415507,58229076.0,22788288.35851137,73497124.0,0.5181,,,0.231,,,,,,,,,,,,,,,0.5181,,,0.231,,,,,,,,,,,,,,,0.5181,0.5181,4034164.9405068005,4034164.9405068005,4191612.6822622544,4191612.6822622544,5351369.239491613,5351369.239491613,7875909.901174375,7875909.901174375,11806612.19854474,11806612.19854474,,,
BEN,Sub-Saharan Africa,Benin,,LMIC,,13584835.0,,,0.0,1492997.691193008,13584835.0,1860608.878479202,16436642.0,2360734.985864448,20247342.0,3599344.3583407444,24236532.0,0.5213,,,,,,,,,,,0.25,,,,,,0.75,0.5213,,,,,,,,,,,0.25,,,,,,0.75,0.5213,0.5213,,,778299.6964189151,778299.6964189151,969935.408351208,969935.408351208,1230651.1481311365,1230651.1481311365,1876338.21400303,1876338.21400303,0.75,0.25,583724.7723141863
BWA,Sub-Saharan Africa,Botswana,UMIC,UMIC,16105155856.77,2250626.0,2017.0,241000.0,0.2933734759141411,267424.8424320635,2419846.0,341266.28047325683,2745899.0,430644.9308230463,3110283.0,514119.95009203313,3423337.0,0.1283,,,0.49,0.763148962655602,,,,0.756941742738589,,,0.006290622406639,,,,,0.236850622406639,,0.1283,,,0.49,0.763148962655602,,,,0.756941742738589,,,0.006290622406639,,,,,0.236850622406639,,0.1283,0.1283,30920.3,30920.3,34310.607284033744,34310.607284033744,43784.46378471885,43784.46378471885,55251.74462459684,55251.74462459684,65961.58959680785,65961.58959680785,0.9937923651452281,0.006290622406639,34097.619562368985
BFA,Sub-Saharan Africa,Burkina Faso,LIC,LIC,19697516284.0,21738045.0,2021.0,457771.0,0.057694568361031144,465239.8381575218,22252441.0,669173.9934303942,26461268.0,831575.0643804554,31925362.0,994433.5356654634,37065760.0,0.2842,,,0.091,,0.09,,,0.17,,,,,,,0.11,0.54,0.09,0.2842,,,0.091,,0.09,,,0.17,,,,,,,0.11,0.54,0.09,0.2842,0.2842,130098.5182,130098.5182,132221.1620043677,132221.1620043677,190179.24893291804,190179.24893291804,236333.63329692543,236333.63329692543,282618.0108361247,282618.0108361247,0.89,0.11,117676.83418388726
BDI,Sub-Saharan Africa,Burundi,,LIC,,13138197.0,,,0.0,374734.8747499087,13138197.0,548267.886359065,15998660.0,703339.4912991414,19925929.0,870741.1280284504,23949994.0,0.57,,0.03,,,,,,,,,,,,,,,,0.57,,0.03,,,,,,,,,,,,,,,,0.57,0.6,,,213598.87860744793,224840.9248499452,312512.695224667,328960.73181543895,400903.51004051056,422003.6947794848,496322.44297621667,522444.6768170702,,,
CPV,Sub-Saharan Africa,Cabo Verde,LMIC,LMIC,1749857620.35,512346.0,2015.0,163443.49745999998,0.8739999999999998,180233.4307588969,518434.99999999994,192452.87738394787,537460.0,242748.33992813277,556620.0,281092.6228901927,566068.0,0.174,,0.018,0.821,,0.945,,0.051,,,,,,,,,,,0.174,,0.018,0.821,,0.945,,0.051,,,,,,,,,,,0.174,0.19199999999999998,28439.168558039994,31381.151512319993,31360.616952048058,34604.818705708196,33486.80066480693,36950.95245771798,42238.2111474951,46607.681266201485,48910.11638289353,53969.783594917,0.996,,31235.174484239866
CMR,Sub-Saharan Africa,Cameroon,LMIC,LMIC,44347206073.0,27267710.0,2022.0,6000000.0,0.6028506304483787,6000000.000000001,27267710.0,8389554.37168802,33375091.999999996,13509372.988094013,41770056.0,20780824.907949854,50651206.0,0.834,,,0.616,,,,,,,,,,,,,,,0.834,,,0.616,,,,,,,,,,,,,,,0.834,0.834,5004000.0,5004000.0,5004000.000000001,5004000.000000001,6996888.345987808,6996888.345987808,11266817.072070407,11266817.072070407,17331207.973230176,17331207.973230176,,,
CAF,Sub-Saharan Africa,Central African Republic,LIC,LIC,1894813389.4,4656480.0,2014.0,1153642.92,0.6787671232876712,1364646.8381652108,5131487.0,1735028.836637553,6378246.0,2360458.2759939777,8424685.0,3032409.4097721097,10507707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
TCD,Sub-Saharan Africa,Chad,,LIC,,18142947.0,,,0.0,1022677.4096455645,18142947.0,1393638.917249114,23866179.0,1861515.3042298942,30950097.0,2383192.3536266685,38469565.0,0.7,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,0.7,0.7,,,715874.1867518951,715874.1867518951,975547.2420743797,975547.2420743797,1303060.712960926,1303060.712960926,1668234.6475386678,1668234.6475386678,,,
COM,Sub-Saharan Africa,Comoros,LMIC,LMIC,1430523436.0,842267.0,2023.0,110704.5,0.3600995883728081,107778.90027839837,826109.0,142123.24723822094,956026.0,172275.4454845469,1125099.0,204864.9449593843,1298966.0,0.5,,0.1,,,,,,,,,,,,,,,,0.5,,0.1,,,,,,,,,,,,,,,,0.5,0.6,55352.25,66422.7,53889.45013919919,64667.34016703902,71061.62361911047,85273.94834293256,86137.72274227344,103365.26729072812,102432.47247969215,122918.96697563058,,,
COD,Sub-Saharan Africa,"Congo, Dem. Rep.",LIC,LIC,29306235285.26,72025062.0,2012.0,13144573.815,0.5,22832036.81942417,100730624.0,35846243.424422584,129588918.0,48559141.5574125,170434688.0,63347408.69461263,215863204.0,,,,,,,,,0.197,,,0.049,,,,,,0.754,,,,,,,,,0.197,,,0.049,,,,,,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510000000000001,0.049,0.0
COG,Sub-Saharan Africa,"Congo, Rep.",LMIC,LMIC,17692911296.3,4682546.0,2012.0,888747.2307999999,0.5199999999999999,853424.198709035,5962066.0,1105317.858735803,7198578.0,1606141.2294863728,8989762.0,2329403.7190368236,10909683.0,,,,,0.431067961165049,,,,,,,0.262,,,,,0.568932038834951,0.1691,,,,,0.431067961165049,,,,,,,0.262,,,,,0.568932038834951,0.1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738032038834951,0.262,0.0
CIV,Sub-Saharan Africa,Côte d’Ivoire,LMIC,LMIC,72794636649.0,29272989.0,2021.0,5000000.0,0.46796144175732457,5269506.363073749,30006484.0,6563923.790269926,36288706.0,10523625.297752926,45258872.0,15408669.48768185,55241372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
GNQ,Sub-Saharan Africa,Equatorial Guinea,UMIC,UMIC,11240808847.89,1481045.0,2016.0,198443.0,0.36709178455401054,198323.67178298993,1781610.0,195784.7981197513,2146899.0,264437.1561019893,2640231.0,354755.81121201,3120671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ERI,Sub-Saharan Africa,Eritrea,,LIC,,3379895.0,,,,219099.42547514275,3379895.0,278247.37754130963,3960648.0,371118.9966000122,4824384.0,472175.15030366566,5656427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SWZ,Sub-Saharan Africa,Eswatini,LMIC,LMIC,4463673661.0,1152879.0,2017.0,238341.0,0.5663985909153436,268654.4368498986,1213127.0,333727.96384886134,1314502.0,426700.5532368814,1425299.0,525040.230689409,1502628.0,0.525,,,,0.46,,,,0.25947277220453,,,0.294057673669239,,,,,,0.446469554126231,0.525,,,,0.46,,,,0.25947277220453,,,0.294057673669239,,,,,,0.446469554126231,0.525,0.525,125129.02500000001,125129.02500000001,141043.57934619678,141043.57934619678,175207.1810206522,175207.1810206522,224017.79044936274,224017.79044936274,275646.1211119397,275646.1211119397,0.705942326330761,0.294057673669239,99568.63251767143
ETH,Sub-Saharan Africa,Ethiopia,LIC,LIC,107657732424.0,117298379.0,2020.0,4453000.0,0.10400825743721488,4936315.906164798,123740213.0,6208371.824409859,151094414.0,7899021.057001789,186640864.0,9729919.371141858,223205803.0,0.7,,,,0.4,,,,0.3436448380033501,,,0.03818275977815001,0.01817240221849988,,,,0.6,,0.7,,,,0.4,,,,0.3436448380033501,,,0.03818275977815001,0.01817240221849988,,,,0.6,,0.7,0.7,3117100.0,3117100.0,3455421.1343153585,3455421.1343153585,4345860.2770869015,4345860.2770869015,5529314.739901252,5529314.739901252,6810943.5597993005,6810943.5597993005,0.9436448380033501,0.05635516199664989,3260690.3165243687
GAB,Sub-Saharan Africa,Gabon,UMIC,UMIC,14929487485.16,2129163.0,2017.0,386358.0,0.4971507904717256,427477.0847503969,2403779.0,525155.7837995586,2838860.0,701737.2034857895,3421991.0,901996.0442256771,4052998.0,,,,,,0.14,,,0.56,,,,,,,,0.3,,,,,,,0.14,,,0.56,,,,,,,,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
GMB,Sub-Saharan Africa,"Gambia, The",LIC,LIC,1229461721.41,2134337.0,2014.0,282378.0,0.3624724474927734,387304.66041818354,2606154.0,570829.193948988,3099662.0,702422.4312974043,3703133.0,835215.8901088735,4274964.0,,,,,,,,,,,,,,,,0.836,,0.164,,,,,,,,,,,,,,,,0.836,,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.836,0.0
GHA,Sub-Saharan Africa,Ghana,LMIC,LMIC,60385409435.0,29690208.0,2017.0,3290590.0,0.3036460730922852,3976073.9830410564,32830932.999999996,5298152.388893294,37904379.0,7694741.497797543,44255669.0,10537762.279493572,50270362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
GIN,Sub-Saharan Africa,Guinea,,LMIC,,13880879.0,,,,1568192.3442101427,13880879.0,1935833.3840865584,16635980.0,2396089.754925723,19991541.0,2870004.0446579657,23248154.0,0.58,,,0.097,,,,,,,,0.05,,,,,,0.95,0.58,,,0.097,,,,,,,,0.05,,,,,,0.95,0.58,0.58,,,909551.5596418828,909551.5596418828,1122783.3627702037,1122783.3627702037,1389732.0578569192,1389732.0578569192,1664602.3459016199,1664602.3459016199,0.95,0.05,864073.9816597886
GNB,Sub-Saharan Africa,Guinea-Bissau,,LIC,,2081768.0,,,,151577.41564586436,2081768.0,218230.70331796334,2465180.0,268630.40605722123,2946122.0,320819.34306140675,3416008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KEN,Sub-Saharan Africa,Kenya,LMIC,LMIC,109703658904.99,52726921.0,2021.0,3450500.0,0.17929028432239097,3596046.8962594797,53711410.0,5163260.7505841665,62539756.0,7661732.718461935,73586305.0,10671916.927558327,83160549.0,0.588,,,,0.682393855962904,,,,0.682393855962904,,,,,,,,0.3176,,0.588,,,,0.682393855962904,,,,0.682393855962904,,,,,,,,0.3176,,0.588,0.588,2028894.0,2028894.0,2114475.575000574,2114475.575000574,3035997.32134349,3035997.32134349,4505098.838455617,4505098.838455617,6275087.153404296,6275087.153404296,0.999993855962904,,2114462.5835842025
LSO,Sub-Saharan Africa,Lesotho,,LMIC,,2273725.0,,,,178344.18942672267,2273725.0,211696.3671878891,2480799.0,301422.7456303275,2745069.0,420312.20096012106,2982808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LBR,Sub-Saharan Africa,Liberia,,LIC,,5313918.0,,,,274346.7194212418,5313918.0,335467.0790373271,6308524.0,417196.7112150496,7616957.0,499655.3497416349,8856741.0,,,,,,0.64,,,,,,,,,,,0.204,0.156,,,,,,0.64,,,,,,,,,,,0.204,0.156,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
MDG,Sub-Saharan Africa,Madagascar,LIC,LIC,14104664678.51,27853115.0,2019.0,3558235.44125,0.35,3652904.054992768,30061046.0,5229833.412358944,36292959.0,6594788.487518378,44432236.0,8067134.102233552,52769059.0,0.4537,,,0.177,,,,,,,,,,,,,,,0.4537,,,0.177,,,,,,,,,,,,,,,0.4537,0.4537,1614371.419695125,1614371.419695125,1657322.569750219,1657322.569750219,2372775.419187253,2372775.419187253,2992055.536787088,2992055.536787088,3660058.7421833626,3660058.7421833626,,,
MWI,Sub-Saharan Africa,Malawi,LIC,LIC,9879231592.0,18282540.0,2018.0,3102500.0,0.46492445798012744,3420594.8870215095,20304623.0,4584250.2199352,24857207.0,5888164.695538932,30997505.0,7251331.365359357,37061869.0,0.82,,,,,,,,,,,0.04,,,,0.26,,0.7,0.82,,,,,,,,,,,0.04,,,,0.26,,0.7,0.82,0.82,2544050.0,2544050.0,2804887.8073576377,2804887.8073576377,3759085.180346864,3759085.180346864,4828295.050341925,4828295.050341925,5946091.719594672,5946091.719594672,0.7,0.3,1963421.4651503463
MLI,Sub-Saharan Africa,Mali,,LIC,,22729371.0,,,,1709132.772233153,22729371.0,2490584.12026895,28606389.0,3316196.905848295,36979830.0,4222594.850005765,45715849.0,0.175,,,,0.2,,,,,,,,,,,,,,0.175,,,,0.2,,,,,,,,,,,,,,0.175,0.175,,,299098.23514080176,299098.23514080176,435852.2210470662,435852.2210470662,580334.4585234516,580334.4585234516,738954.0987510089,738954.0987510089,,,
MRT,Sub-Saharan Africa,Mauritania,LMIC,LMIC,6398747592.13,4025494.0,2016.0,454000.0,0.308989559154319,562643.6061211217,4802913.0,797047.985011714,5985283.0,1247221.9102973938,7598054.0,1842978.1830118238,9327872.0,,,,,,0.547,0.373,,,,,0.08,,,,,,,,,,,,0.547,0.373,,,,,0.08,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0
MUS,Sub-Saharan Africa,Mauritius,UMIC,UMIC,12907767790.0,1277600.0,2022.0,473983.0,1.0164242029147117,473983.0,1277600.0,535302.8486658115,1252364.0,569499.1031735188,1198864.0,570095.530047847,1112142.0,0.16,0.32,,1.0,,,,,0.96,,0.0,0.04,,,,,,,0.16,0.32,,1.0,,,,,0.96,,0.0,0.04,,,,,,,0.48,0.48,227511.84,227511.84,227511.84,227511.84,256945.3673595895,256945.3673595895,273359.569523289,273359.569523289,273645.85442296654,273645.85442296654,0.96,0.04,218411.3664
MOZ,Sub-Saharan Africa,Mozambique,LIC,LIC,20954220984.0,33140625.999999996,2023.0,4200000.0,0.34721279299517444,3997445.4482931616,32171866.0,5158733.431017568,40308772.0,6794983.296661,51547505.0,8549979.011999158,62971941.0,0.6,,,,0.25,0.985,,,,,,0.015,,,,,,,0.6,,,,0.25,0.985,,,,,,0.015,,,,,,,0.6,0.6,2520000.0,2520000.0,2398467.2689758968,2398467.2689758968,3095240.058610541,3095240.058610541,4076989.9779966,4076989.9779966,5129987.407199495,5129987.407199495,0.985,0.015,2362490.2599412585
NAM,Sub-Saharan Africa,Namibia,,UMIC,,2851288.0,,,,740296.8232342073,2851288.0,942409.8401171461,3360126.0,1266172.2884392387,3935017.0,1670303.2645471147,4485659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
NER,Sub-Saharan Africa,Niger,LIC,LIC,12889555561.23,22567917.0,2019.0,1606695.0,0.19505141345517363,1856516.9794370863,24896651.0,2836326.4891259857,32043977.0,3812354.256521183,41816359.0,4882818.96918823,51997967.0,0.65,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,0.65,0.65,1044351.75,1044351.75,1206736.0366341062,1206736.0366341062,1843612.2179318906,1843612.2179318906,2478030.266738769,2478030.266738769,3173832.3299723496,3173832.3299723496,,,
NGA,Sub-Saharan Africa,Nigeria,LMIC,LMIC,440833635874.0,216251531.0,2021.0,44500000.0,0.5637777806954721,45737275.0330208,220807042.0,57316753.92841206,259865631.0,82516989.35728078,310248009.0,113768450.45343542,357001017.0,0.4978,,,,0.2,,,,,,,,,,,,,,0.4978,,,,0.2,,,,,,,,,,,,,,0.4978,0.4978,22152100.0,22152100.0,22768015.511437755,22768015.511437755,28532280.105563525,28532280.105563525,41076957.302054375,41076957.302054375,56633934.635720156,56633934.635720156,,,
RWA,Sub-Saharan Africa,Rwanda,,LIC,,13499464.0,,,,1186144.6411368144,13499464.0,1447811.4836289545,15997557.0,1795168.8947596934,19257936.0,2730684.5506762457,22560007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SEN,Sub-Saharan Africa,Senegal,LMIC,LMIC,27520784129.75,17006600.0,2021.0,3000000.0,0.48329343209058717,3106279.244333686,17435133.0,4565085.253354985,20933561.0,5742830.34777738,25567189.0,8368204.361405219,30138098.0,0.12,,0.02,0.214,0.54,0.438,0.051,,,,,,,,,0.047,,0.464,0.12,,0.02,0.214,0.54,0.438,0.051,,,,,,,,,0.047,,0.464,0.12,0.13999999999999999,360000.0,419999.99999999994,372753.50932004227,434879.094206716,547810.2304025982,639111.9354696979,689139.6417332855,803996.2486888331,1004184.5233686263,1171548.6105967306,0.9530000000000001,0.047,355234.09438200033
SYC,Sub-Saharan Africa,Seychelles,UMIC,HIC,1089407839.2,98277.0,2012.0,49170.0,1.3707411578204798,66239.69927277465,124351.0,82911.59930507475,140207.0,91729.68962283956,142499.0,96772.77908548807,141854.0,0.31,,,,0.9,0.061,0.796,,,,,0.048,,,,,0.1,,0.31,,,,0.9,0.061,0.796,,,,,0.048,,,,,0.1,,0.31,0.31,15242.7,15242.7,20534.306774560144,20534.306774560144,25702.595784573172,25702.595784573172,28436.203783080266,28436.203783080266,29999.561516501304,29999.561516501304,0.957,0.048,19651.331583254057
SLE,Sub-Saharan Africa,Sierra Leone,,LIC,,8185494.0,,,,433435.1094259653,8185494.0,602931.8672459738,9607929.0,731258.6371774338,11313457.0,857219.7150392956,12875949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SOM,Sub-Saharan Africa,"Somalia, Fed. Rep.",,LIC,,17572390.0,,,,828483.6260641322,17572390.0,1137903.3991908843,22575120.0,1532678.5354617652,29521507.0,1969713.9667751784,36834382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ZAF,Sub-Saharan Africa,South Africa,UMIC,UMIC,380699271816.0,62796883.0,2023.0,7995632.3,0.34883645288267284,7901976.478569126,61959937.0,8975477.35560441,67840954.0,11181286.174884588,73765793.0,13932025.690498121,78941387.0,0.300734986631602,,,0.573,0.686,,,,0.6022,,,0.0837,,,,0.0011,0.314,,0.300734986631602,,,0.573,0.686,,,,0.6022,,,0.0837,,,,0.0011,0.314,,0.300734986631602,0.300734986631602,2404566.3728517047,2404566.3728517047,2376400.7906457195,2376400.7906457195,2699240.0625499384,2699240.0625499384,3362603.9483280326,3362603.9483280326,4189847.5597830876,4189847.5597830876,0.9161999999999999,0.0848,2177258.404389608
SSD,Sub-Saharan Africa,South Sudan,,LIC,,10895460.0,,,,383353.5441103168,10895460.0,467451.5996745458,13326313.0,560389.1849313012,15975818.0,639933.7861251325,18243510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SDN,Sub-Saharan Africa,Sudan,LMIC,LIC,32333780383.29,43539138.0,2018.0,7945892.685,0.5,7501319.743478769,48729683.0,7705401.599638142,57921151.0,11158593.203296194,71071442.0,15616747.494959125,84518643.0,0.4,,,,0.33,,,,0.2706,,,,,,,0.0594,0.67,,0.4,,,,0.33,,,,0.2706,,,,,,,0.0594,0.67,,0.4,0.4,3178357.074,3178357.074,3000527.897391508,3000527.897391508,3082160.639855257,3082160.639855257,4463437.281318477,4463437.281318477,6246698.99798365,6246698.99798365,0.9406000000000001,0.0594,2822296.5402864525
STP,Sub-Saharan Africa,São Tomé and Príncipe,LMIC,LMIC,259999643.05,198557.0,2015.0,24249.38,0.33459740796973453,29105.073784211654,224052.0,35968.63301427871,262081.00000000003,52416.6688887461,313299.0,75634.83772572786,362740.0,0.5,,,,0.38,,,,,,,,,,,,,,0.5,,,,0.38,,,,,,,,,,,,,,0.5,0.5,12124.69,12124.69,14552.536892105827,14552.536892105827,17984.316507139356,17984.316507139356,26208.33444437305,26208.33444437305,37817.41886286393,37817.41886286393,,,
