iso3,country,region,income_2022,ofmsw_food_green_2022_tpy,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,electricity_carbon_intensity_2022_gco2_kwh,ad_screen_net_gwp100_benefit_tco2e,bio_cng_screen_net_gwp100_benefit_tco2e,compost_screen_net_gwp100_benefit_tco2e,prevention_screen_net_gwp100_benefit_tco2e,best_four_pathway_screen,best_four_pathway_benefit_tco2e,ad_screen_diverted_ofmsw_tpy,bio_cng_screen_diverted_ofmsw_tpy,compost_screen_diverted_ofmsw_tpy,compost_nutrient_credit_tco2e,ad_electricity_nutrient_credit_tco2e,bio_cng_nutrient_credit_tco2e,ad_screen_net_gwp100_benefit_with_nutrients_tco2e,bio_cng_screen_net_gwp100_benefit_with_nutrients_tco2e,compost_screen_net_gwp100_benefit_with_nutrients_tco2e,prevention_screen_net_gwp100_benefit_with_nutrients_tco2e,best_four_pathway_with_nutrients,best_four_pathway_with_nutrients_benefit_tco2e,nutrient_credit_assumption_note,nutrient_credit_factor_sources
CAN,Canada,N. Amer.,HIC,9573913.640211128,5987670.607226044,160.6,1927047.4657825832,2227461.8251252226,1950436.524296356,2477478.741389202,Prevention,2477478.741389202,2395068.2428904176,2395068.2428904176,2395068.2428904176,13625.543233803584,79133.0547450994,79133.0547450994,2006180.5205276827,2306594.879870322,1964062.0675301594,2477478.741389202,Prevention,2477478.741389202,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
USA,United States,N. Amer.,HIC,92559872.90698656,45446897.5973304,410.39,27748330.591370605,28961833.058450043,27063528.17435992,17610152.798155032,AD-bio-CNG,28961833.058450043,18178759.03893216,18178759.03893216,18178759.03893216,103418.96017248507,600626.1986463185,600626.1986463185,28348956.790016923,29562459.25709636,27166947.134532407,17610152.798155032,AD-bio-CNG,29562459.25709636,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
AFG,Afghanistan,S. Asia,LIC,1773343.562656199,1133166.5365373115,125.0,271953.9607504549,332597.8422533851,279444.6767788775,468696.72021104826,Prevention,468696.72021104826,453266.61461492465,453266.61461492465,453266.61461492465,2578.633770544306,14975.928946877113,14975.928946877113,286929.88969733205,347573.77120026224,282023.3105494218,468696.72021104826,Prevention,468696.72021104826,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BGD,Bangladesh,S. Asia,LMIC,7430088.360427992,5601072.621625495,676.48,1884797.62081928,1894315.886324874,1687187.5748202447,2100472.5002956856,Prevention,2100472.5002956856,2240429.048650198,2240429.048650198,2240429.048650198,12745.800857770977,74023.77576740255,74023.77576740255,1958821.3965866824,1968339.6620922764,1699933.3756780156,2100472.5002956856,Prevention,2100472.5002956856,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BTN,Bhutan,S. Asia,LMIC,26896.37611026181,20514.71321452968,24.14,5193.122828286466,6485.429293263704,5485.9066083520875,8896.535944397348,Prevention,8896.535944397348,8205.885285811872,8205.885285811872,8205.885285811872,46.683281390983744,271.1224498432243,271.1224498432243,5464.24527812969,6756.5517431069275,5532.589889743072,8896.535944397348,Prevention,8896.535944397348,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
IND,India,S. Asia,LMIC,94401898.86867614,47295351.33320674,705.75,16094821.796992082,16045119.838002369,14321050.32005579,21670975.425812382,Prevention,21670975.425812382,18918140.533282697,18918140.533282697,18918140.533282697,107625.30149384527,625055.3632196604,625055.3632196604,16719877.160211742,16670175.201222029,14428675.621549636,21670975.425812382,Prevention,21670975.425812382,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MDV,Maldives,S. Asia,UMIC,141650.4740499853,141650.4740499853,611.77,34101.19490834386,35203.17968852233,29799.93718281472,53220.54150416049,Prevention,53220.54150416049,56660.18961999412,56660.18961999412,56660.18961999412,322.33981874814657,1872.0526650446059,1872.0526650446059,35973.247573388464,37075.232353566935,30122.277001562867,53220.54150416049,Prevention,53220.54150416049,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
NPL,Nepal,S. Asia,LMIC,1092210.4744194043,1092210.4744194043,23.36,281180.03821418097,350062.93233483075,296832.6619381002,483511.9655732953,Prevention,483511.9655732953,436884.18976776174,436884.18976776174,436884.18976776174,2485.434155588797,14434.653629926848,14434.653629926848,295614.6918441078,364497.5859647576,299318.096093689,483511.9655732953,Prevention,483511.9655732953,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PAK,Pakistan,S. Asia,LMIC,27625600.0,,,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LKA,Sri Lanka,S. Asia,LMIC,1765607.2966264249,1368698.7763448043,410.15,300145.4986214851,336722.73832906573,279546.639919548,559696.9480362418,Prevention,559696.9480362418,547479.5105379218,547479.5105379218,547479.5105379218,3114.610935450237,18088.723028172935,18088.723028172935,318234.221649658,354811.46135723864,282661.25085499824,559696.9480362418,Prevention,559696.9480362418,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
AGO,Angola,Sub-Saharan Africa,LMIC,4191612.6822622544,,172.16,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BEN,Benin,Sub-Saharan Africa,LMIC,778299.6964189151,583724.7723141863,595.96,199607.21965961423,205015.50826777116,182583.27153215432,270381.3145359311,Prevention,270381.3145359311,233489.90892567456,233489.90892567456,233489.90892567456,1328.3240918781626,7714.506590904288,7714.506590904288,207321.72625051852,212730.01485867545,183911.5956240325,270381.3145359311,Prevention,270381.3145359311,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BWA,Botswana,Sub-Saharan Africa,UMIC,34310.607284033744,34097.619562368985,847.66,11427.5957318571,10937.103407905292,9781.232453400797,15351.936396533012,Prevention,15351.936396533012,13639.047824947596,13639.047824947596,13639.047824947596,77.59254307612687,450.63414013626857,450.63414013626857,11878.229871993368,11387.73754804156,9858.824996476924,15351.936396533012,Prevention,15351.936396533012,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BFA,Burkina Faso,Sub-Saharan Africa,LIC,132221.1620043677,117676.83418388726,568.05,30927.652385902304,32326.547119779552,27745.16963595072,49976.42592976289,Prevention,49976.42592976289,47070.7336735549,47070.7336735549,47070.7336735549,267.78540386885385,1555.2170405742543,1555.2170405742543,32482.869426476558,33881.76416035381,28012.95503981957,49976.42592976289,Prevention,49976.42592976289,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
BDI,Burundi,Sub-Saharan Africa,LIC,213598.87860744793,,230.77,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CPV,Cabo Verde,Sub-Saharan Africa,LMIC,31360.616952048054,31235.174484239866,480.0,7529.523446951688,8159.252539256003,6893.70461707066,13029.960016172545,Prevention,13029.960016172545,12494.069793695948,12494.069793695948,12494.069793695948,71.07876305633624,412.8040659837141,412.8040659837141,7942.327512935402,8572.056605239717,6964.783380126996,13029.960016172545,Prevention,13029.960016172545,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CMR,Cameroon,Sub-Saharan Africa,LMIC,5004000.000000001,,280.98,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CAF,Central African Republic,Sub-Saharan Africa,LIC,0.0,,0.0,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
TCD,Chad,Sub-Saharan Africa,LIC,715874.1867518951,,615.39,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
COM,Comoros,Sub-Saharan Africa,LMIC,53889.45013919919,,642.86,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,LIC,0.0,0.0,26.78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
COG,"Congo, Rep.",Sub-Saharan Africa,LMIC,0.0,0.0,707.07,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CIV,Côte d’Ivoire,Sub-Saharan Africa,LMIC,0.0,,413.16,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GNQ,Equatorial Guinea,Sub-Saharan Africa,UMIC,0.0,,602.65,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ERI,Eritrea,Sub-Saharan Africa,LIC,0.0,,590.91,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SWZ,Eswatini,Sub-Saharan Africa,LMIC,141043.57934619678,99568.63251767145,127.27,30503.050119265292,35810.445674664006,31144.072565202445,46120.1905821854,Prevention,46120.1905821854,39827.45300706858,39827.45300706858,39827.45300706858,226.57838015721313,1315.899047353546,1315.899047353546,31818.949166618837,37126.34472201755,31370.65094535966,46120.1905821854,Prevention,46120.1905821854,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ETH,Ethiopia,Sub-Saharan Africa,LIC,3455421.1343153585,3260690.3165243687,23.55,747659.0759931277,953244.1819200563,794341.4324575505,1397566.808790034,Prevention,1397566.808790034,1304276.1266097475,1304276.1266097475,1304276.1266097475,7420.026884282855,43093.28322318606,43093.28322318606,790752.3592163137,996337.4651432424,801761.4593418334,1397566.808790034,Prevention,1397566.808790034,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GAB,Gabon,Sub-Saharan Africa,UMIC,0.0,0.0,429.47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GMB,"Gambia, The",Sub-Saharan Africa,LIC,0.0,0.0,666.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GHA,Ghana,Sub-Saharan Africa,LMIC,0.0,,469.42,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GIN,Guinea,Sub-Saharan Africa,LMIC,909551.5596418828,864073.9816597886,185.0,268499.9765419246,309871.40766562615,270273.7007233653,400239.0683048141,Prevention,400239.0683048141,345629.5926639155,345629.5926639155,345629.5926639155,1966.2867526650152,11419.60174161577,11419.60174161577,279919.5782835403,321291.00940724195,272239.9874760303,400239.0683048141,Prevention,400239.0683048141,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GNB,Guinea-Bissau,Sub-Saharan Africa,LIC,0.0,,625.0,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
KEN,Kenya,Sub-Saharan Africa,LMIC,2114475.575000574,2114462.5835842025,109.57,571861.4708942547,688087.151657233,588317.3017622267,942886.3438376648,Prevention,942886.3438376648,845785.033433681,845785.033433681,845785.033433681,4811.671055204211,27944.737504648823,27944.737504648823,599806.2083989036,716031.8891618819,593128.972817431,942886.3438376648,Prevention,942886.3438376648,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LSO,Lesotho,Sub-Saharan Africa,LMIC,0.0,,20.83,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LBR,Liberia,Sub-Saharan Africa,LIC,0.0,0.0,435.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
